,Price,Area,Mặt tiền,Số phòng ngủ,Hướng ban công,Tình trạng pháp lý,Hướng nhà,Số tầng,Bồn cầu,City,District,Name
1868,6200.0,45,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Xuân La
1870,820.0,41.0,None,2.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Ba Đình,Bán Căn hộ chung cư tại Phường Vĩnh Phúc
1872,5200.0,45,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Võ Chí Công
1873,8500.0,50,4m,4.0,None,Sổ đỏ,None,7.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Nguyễn Lân
1877,3200.0,120,None,2.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phường Phương Mai
1882,1700.0,62,None,2.0,None,None,None,None,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Kim Ngưu
1883,3800.0,34,None,None,None,Sổ đỏ,None,3.0,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Nguyễn Trãi
1885,1650.0,50,4m,None,None,Sổ đỏ,Tây-Nam,None,None,Hà Nội,Huyện Thường Tín,Bán Đất tại Xã Quất Động
1886,Thỏa thuận,48,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Ngõ Quỳnh
1887,Thỏa thuận,49,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Văn Cao
1888,Thỏa thuận,50,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Hoàng Cầu
1889,Thỏa thuận,54,None,None,None,Sổ đỏ,Đông-Nam,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Nguyễn Cao
1890,39000.0,152,691m,3.0,None,Sổ đỏ,Đông,3.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà mặt phố tại Đường Yên Thế
1891,8500.0,92,46m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Hà Đông,Bán Nhà mặt phố tại Phường La Khê
1893,Thỏa thuận,50,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phố Quan Nhân
1894,Thỏa thuận,52,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Bùi Xương Trạch
1895,600,52,None,2.0,None,Sổ hồng,None,6.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Minh Khai
1896,600,50,None,2.0,Nam,Sổ hồng,Đông-Nam,6.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Trần Khát Chân
1897,3800.0,48,7m,3.0,None,None,None,2.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Đê La Thành
1899,6400.0,86,7m,None,None,None,None,None,None,Hà Nội,Quận Bắc Từ Liêm,Bán Đất nền dự án tại Đường Thụy Phương
1900,Thỏa thuận,52,4m,3.0,None,None,None,5.0,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bồ Đề
1901,3800.0,33,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
1903,580,47,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Đại Cồ Việt
1905,3560.0,35,None,3.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Giáp Nhị
1906,Thỏa thuận,60,72m,None,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Hoàng Mai,Bán Nhà mặt phố tại Đường Giải Phóng
1907,9500.0,40,None,4.0,None,Sổ đỏ,None,6.0,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Kim Đồng
1908,3700.0,76,None,3.0,None,Sổ đỏ,None,16.0,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Nguyễn Cảnh Dị
1909,2190.0,61,"4,1m",None,None,None,Nam,None,None,Hà Nội,Huyện Thanh Trì,Bán Đất tại Xã Liên Ninh
1911,9900.0,55,None,7.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1912,Thỏa thuận,81,None,3.0,None,Sổ hồng,None,5.0,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Xuân La
1913,3290.0,38,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Đại Kim
1914,3255.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1915,3200.0,35,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
1916,3200.0,38,None,3.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
1917,900,132,6m,None,None,Sổ đỏ,Đông-Bắc,None,None,Hà Nội,Quận Cầu Giấy,Bán Đất tại Đường Cầu Giấy
1919,825.0,42.0,None,1.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Phố Trần Đại Nghĩa
1920,3600.0,35,None,2.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bồ Đề
1921,7800.0,42,4m,4.0,None,Sổ đỏ,None,7.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
1922,2950.0,45,None,2.0,None,Sổ đỏ,None,3.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Định Công
1923,4950.0,60,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
1925,12000.0,66,5m,4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Ngọc Lâm
1926,19600.0,60,"4,7m",4.0,None,None,None,6.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà mặt phố tại Đường Hồ Tùng Mậu
1928,2300.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Lĩnh Nam
1929,2200.0,55,None,13.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Yên Xá
1931,4950.0,43,None,4.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Ngọc Lâm
1932,1305.0,52.0,None,3.0,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Nguyễn Trãi
1933,28000.0,85,None,4.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Hoàng Hoa Thám
1934,19000.0,70,"4,5m",4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà mặt phố tại Đường Lê Trọng Tấn
1935,"4,95",36,"6,1m",4.0,None,Sổ đỏ,None,6.0,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Trần Quốc Vượng
1941,1650.0,22,None,2.0,None,Sổ đỏ,None,1.0,1.0,Hà Nội,Quận Ba Đình,Bán Căn hộ chung cư tại Đường Đội Cấn
1947,1100.0,45,None,None,None,None,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Tôn Đức Thắng
1948,1500.0,30,None,1.0,None,Sổ hồng,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Căn hộ chung cư tại Đường Đông Thái
1949,19400.0,116,5m,4.0,None,Sổ hồng,None,5.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Ngọc Lâm
1951,1000.0,43.0,None,None,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Ngõ Gốc Đề
1952,1000.0,45.0,None,2.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Vân Hồ 2
1953,5300.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Phố Từ Hoa
1954,875.0,41.5,None,2.0,None,None,None,None,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Phố Hồng Mai
1955,5100.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Phố Vũ Miện
1957,Thỏa thuận,--,"35,5m",None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Đất nền dự án tại Phố Hàng Bài
1959,3800.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Phố Hồng Mai
1960,29000.0,166,"5,5m",2.0,None,None,Nam,2.0,None,Hà Nội,Quận Long Biên,Bán Nhà mặt phố tại Đường Nguyễn Văn Cừ
1962,3700.0,34,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Phú Thượng
1963,3680.0,39,None,3.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Giáp Nhị
1965,6600.0,46,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Đặng Thai Mai
1980,3300.0,32,3m,3.0,None,Sổ đỏ,Tây-Nam,5.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Cổ Linh
1984,4800.0,34,3m,None,None,Sổ đỏ,Bắc,None,None,Hà Nội,Huyện Gia Lâm,Bán Đất tại Đường Quốc Lộ 5
1986,24680.0,329,None,4.0,Đông-Nam,Sổ hồng,None,40.0,None,Hà Nội,Quận Nam Từ Liêm,Bán Căn hộ chung cư tại Đường Lê Đức Thọ
1987,56000.0,688,15m,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà mặt phố tại Đường Lạc Long Quân
1988,1250.0,57,None,2.0,None,Sổ hồng,None,None,None,Hà Nội,Quận Nam Từ Liêm,Bán Căn hộ chung cư tại Phường Đại Mỗ
1997,960.0,43.5,None,2.0,None,Giấy tờ hợp lệ,None,6.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Phạm Ngọc Thạch
1998,1050.0,41.5,None,2.0,None,Sổ hồng,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Thịnh Quang
1999,5000.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Trần Khát Chân
2001,5200.0,43,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Võ Chí Công
2002,5200.0,56,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Lạc Long Quân
2003,6600.0,42,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Trích Sài
2006,7500.0,50,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Vũ Xuân Thiều
2009,2990.0,22,"6,1m",4.0,None,Sổ đỏ,Đông-Bắc,4.0,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Vĩnh Phúc
2011,1040.0,42.0,None,None,None,Sổ hồng,None,None,None,Hà Nội,Quận Bắc Từ Liêm,Bán Căn hộ chung cư tại Đường Xuân Đỉnh
2014,960.0,37.0,None,1.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Đông Tác
2016,6500.0,40,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Nhật Chiêu
2017,6500.0,46,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại đường Ven Hồ
2018,4490.0,60,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
2020,6200.0,43,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Trịnh Công Sơn
2021,10800.0,50,"4,5m",4.0,None,Sổ đỏ,Nam,7.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Phố Phùng Chí Kiên
2022,4500.0,39,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Giải Phóng
2023,5000.0,60,4m,4.0,None,None,None,4.0,1.0,Hà Nội,Quận Bắc Từ Liêm,Bán Nhà riêng tại Đường Xuân Đỉnh
2025,3350.0,40,"3,5m",4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Nam Từ Liêm,Bán Nhà riêng tại Đường Miếu Đầm
2027,7300.0,52,"5,5m",None,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Nguyễn Khang
2028,3900.0,100,5m,3.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Vĩnh Hồ
2029,4600.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Phú Xá
2030,3600.0,33,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Phú Xá
2031,Thỏa thuận,140,None,None,None,None,None,8.0,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Phố Lê Thanh Nghị
2032,Thỏa thuận,32,"3,8m",3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Hoàng Quốc Việt
2033,6500.0,40,None,None,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Lạc Long Quân
2034,3600.0,40,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
2036,3700.0,32,None,3.0,None,None,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Phú Thượng
2037,4680.0,32,None,3.0,None,Sổ hồng,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Phúc Hoa
2039,Thỏa thuận,160,None,None,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Phố Kim Mã
2046,3200.0,35,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
2047,3450.0,38,None,4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Hoàng Liệt
2048,1500.0,135,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Đất tại Phố Bùi Ngọc Dương
2049,1560.0,63,None,2.0,None,Sổ đỏ,Đông-Nam,None,1.0,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trần Thủ Độ
2050,11800.0,84,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Hoa Lâm
2051,4000.0,45,5m,4.0,None,None,None,5.0,1.0,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Quang Trung
2052,4000.0,45,5m,4.0,None,None,None,5.0,1.0,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Quang Trung
2058,11000.0,65,None,None,None,Sổ đỏ,None,6.0,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Nguyễn Văn Lộc
2062,Thỏa thuận,45,None,None,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Quang Trung
2063,"3,95",44,4m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Nam Từ Liêm,Bán Nhà riêng tại đường Mỹ Đình
2066,4350.0,160,None,3.0,Nam,Sổ đỏ,None,12.0,1.0,Hà Nội,Quận Nam Từ Liêm,Bán Căn hộ chung cư tại Đường Lê Đức Thọ
2067,18200.0,72,None,5.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Long Biên,Bán Nhà mặt phố tại Đường Hoàng Như Tiếp
2069,17500.0,75,None,6.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Đặng Thai Mai
2071,28000.0,115,None,3.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Lạc Long Quân
2072,5100.0,48,3m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Nguyễn Khánh Toàn
2073,"16,5",58,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà mặt phố tại Đường 800A
2077,1700.0,66,None,None,None,None,None,None,None,Hà Nội,Huyện Sóc Sơn,Bán Nhà riêng tại Xã Quang Tiến
2078,2300.0,127,None,None,None,None,None,None,None,Hà Nội,Huyện Sóc Sơn,Bán Nhà riêng tại Xã Tân Dân
2079,4140.0,450,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Hòa Thạch
2080,610,51.5,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Giáp Nhất
2082,4500.0,40,"6,4m",4.0,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bồ Đề
2083,5080.0,30,3m,4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Trường Chinh
2084,960.0,37.0,None,1.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phường Kim Liên
2086,17000.0,65,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại đường Thụy Khuê
2088,1050.0,50.0,None,2.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Trần Khát Chân
2089,19000.0,70,"4,5m",4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà mặt phố tại Đường Lê Trọng Tấn
2097,Thỏa thuận,45,None,None,None,None,None,3.0,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Khâm Thiên
2098,8350.0,4175,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Đông Xuân
2099,1600.0,395,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Đông Yên
2101,6500.0,35,"4,2m",3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phường Khương Mai
2102,10500.0,55,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Hoàng Hoa Thám
2103,3800.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
2104,4500.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
2105,5500.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
2106,4600.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Hoàng Văn Thái
2107,6550.0,44,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Phan Kế Bính
2108,10000.0,47,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Núi Trúc
2109,12600.0,43,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đội Cấn
2110,18800.0,62,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đào Tấn
2111,36300.0,220,None,None,None,None,None,None,None,Hà Nội,Quận Nam Từ Liêm,Bán Đất tại Đường Miếu Đầm
2112,3650.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Nam Từ Liêm,Bán Đất tại Đường Xuân Phương
2113,6900.0,114,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Trần Duy Hưng
2114,4900.0,138,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Duy Tân
2115,6240.0,96,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã An Thượng
2116,5850.0,46,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Hà
2117,1550.0,42,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã An Thượng
2118,3500.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Láng
2119,4500.0,37,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phường Ngã Tư Sở
2120,3240.0,1080,None,None,None,None,None,None,None,Hà Nội,Huyện Ba Vì,Bán Đất tại Xã Vân Hòa
2121,3500.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Xuân Thủy
2122,5400.0,47,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Nguyễn Lương Bằng
2123,12480.0,160,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Căn hộ chung cư tại Phường Phú Thượng
2127,3100.0,39,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Khâm Thiên
2128,1960.0,56,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Phường Trung Hòa
2129,3500.0,110,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Xuân Thủy
2133,4100.0,38,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
2134,6800.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
2135,6800.0,46,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
2136,5250.0,39,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
