id,date,exp_date,house_direction,balcony_direction,bedroom,toilet,legit,furniture,floor,facade,entrance,city,district,ward,street,area,price
batdongsan_com_vn_35870773,18/11/2022,28/11/2022,None,None,8,8,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,9,5.5 m,20,Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,89.0,45500.0
batdongsan_com_vn_35963969,27/11/2022,07/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,,4,10 m,14,Hà Nội,Long Biên,Phường Việt Hưng,Đường Anh Đào,250.0,48000.0
batdongsan_com_vn_35783397,22/11/2022,02/12/2022,None,None,3,4,Hợp đồng mua bán.,,5,3.5 m,None,Hà Nội,Hoàng Mai,Phường Tân Mai,Đường Tân Mai,35.0,3480.0
batdongsan_com_vn_35108872,27/11/2022,07/12/2022,None,None,8,8,Sổ đỏ/ Sổ hồng,,5,4 m,7,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Mai Anh Tuấn,65.0,18000.0
batdongsan_com_vn_34312328,27/11/2022,04/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng,"Full nội thất, điều hòa nóng lạnh, tủ, bếp âm, giường đệm, thiết bị vệ sinh nhập ngoại, càu thang, cửa gỗ Lim, khách mua về chỉ việc ở luôn.",4,None,None,Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Bùi Xương Trạch,37.0,3850.0
batdongsan_com_vn_35602756,27/11/2022,10/12/2022,None,None,1,1,None,,2,4 m,20,Hà Nội,Đông Anh,Xã Kim Chung,Đường Kim Chung,40.0,4650.0
batdongsan_com_vn_35962253,27/11/2022,04/12/2022,None,None,5,3,Sổ đỏ/ Sổ hồng,Cơ bản,4,4 m,3,Hà Nội,Thanh Xuân,Phường Nhân Chính,Đường Nguyễn Trãi,40.0,5200.0
batdongsan_com_vn_35849830,23/11/2022,30/11/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,,5,5 m,6,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khánh Toàn,60.0,14500.0
batdongsan_com_vn_35952366,25/11/2022,02/12/2022,Đông - Bắc,Tây - Nam,3,2,None,full đồ nội thất ,None,None,None,Hà Nội,Hà Đông,None,None,117.0,3100.0
batdongsan_com_vn_35943013,27/11/2022,04/12/2022,None,None,None,None,Sổ chính chủ.,,None,None,None,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Dương Quảng Hàm,110.0,10000.0
batdongsan_com_vn_35531769,23/11/2022,30/11/2022,None,None,7,7,"Sổ đỏ, sổ hồng",Hiện đại,6,4.7 m,3,Hà Nội,Cầu Giấy,Phường Yên Hòa,Phố Trung Kính,100.0,11800.0
batdongsan_com_vn_33342719,23/11/2022,30/11/2022,Đông - Bắc,None,None,None,Sổ đỏ/ Sổ hồng,,1,3.8 m,None,Hà Nội,Tây Hồ,Phường Bưởi,Đường Trích Sài,55.0,27900.0
batdongsan_com_vn_34279188,24/11/2022,01/12/2022,Bắc,Bắc,5,3,Sổ đỏ/ Sổ hồng,Hoàn thiện cơ bản,4,6.9 m,3,Hà Nội,Hoài Đức,Xã Vân Canh,Đường An Trai,38.0,3150.0
batdongsan_com_vn_35936349,24/11/2022,04/12/2022,None,None,11,11,None,,7,5.5 m,None,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Xuân Thủy,65.0,10000.0
batdongsan_com_vn_35963959,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ chính chủ,Đầy đủ,7,5.5 m,15,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Thiên Hiền,52.0,20000.0
batdongsan_com_vn_34814182,23/11/2022,30/11/2022,None,None,2,1,Sổ đỏ/ Sổ hồng,Hoàn thiện nội thất cao cấp chủ đầu tư.,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,60.0,1550.0
batdongsan_com_vn_35939323,24/11/2022,04/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,,5,None,None,Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Trương Định,40.0,4350.0
batdongsan_com_vn_35672439,25/11/2022,02/12/2022,None,None,6,7,Sổ đỏ/ Sổ hồng,,6,4.1 m,12,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Nhân Hòa,65.0,17900.0
batdongsan_com_vn_35705109,25/11/2022,02/12/2022,Tây - Nam,Đông - Bắc,4,3,Sổ đỏ/ Sổ hồng.,Đầy đủ nội thất cực kỳ tiện nghi và full đồ điện tử.,None,None,None,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,None,141.6,6000.0
batdongsan_com_vn_35436639,23/11/2022,30/11/2022,None,None,1,1,Sổ đỏ/ Sổ hồng,Nguyên bản chủ đầu tư,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,47.0,1300.0
batdongsan_com_vn_35510892,23/11/2022,30/11/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Nguyên bản chủ đầu tư.,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,70.0,1990.0
batdongsan_com_vn_35963956,27/11/2022,04/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Thanh Xuân,Phường Hạ Đình,Đường Nguyễn Xiển,85.0,15300.0
batdongsan_com_vn_31441228,27/11/2022,05/12/2022,None,None,17,17,Sổ đỏ,Đầy đủ tiện ích cho thuê,7,4 m,3,Hà Nội,Hà Đông,Phường Hà Cầu,Phố Bà Triệu,71.0,10000.0
batdongsan_com_vn_35775194,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,8,8 m,None,Hà Nội,Tây Hồ,Phường Quảng An,Đường Tô Ngọc Vân,116.0,36500.0
batdongsan_com_vn_35852409,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,6,10 m,None,Hà Nội,Tây Hồ,Phường Bưởi,đường Võng Thị,113.0,33500.0
batdongsan_com_vn_35963953,27/11/2022,07/12/2022,None,None,3,3,Sổ đỏ/ Sổ hồng,,4,4 m,2,Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,31.0,3200.0
batdongsan_com_vn_35841712,27/11/2022,07/12/2022,None,None,4,None,Sổ đỏ/ Sổ hồng,,4,10 m,None,Hà Nội,Tây Hồ,Phường Quảng An,Đường Đặng Thai Mai,70.0,14800.0
batdongsan_com_vn_30045141,27/11/2022,05/12/2022,Nam,Nam,33,33,None,"Full nội thất: Điều hòa, bình nóng lạnh, giường, tủ, rèm, tủ bếp, cục phát wifi, camera.",7,8 m,4,Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Thanh Bình,130.0,19500.0
batdongsan_com_vn_35950537,25/11/2022,05/12/2022,Bắc,Bắc,4,None,None,,5,None,None,Hà Nội,Ba Đình,Phường Cống Vị,Đường Đội Nhân,37.0,7030.0
batdongsan_com_vn_35610630,23/11/2022,03/12/2022,None,None,2,2,Sổ đỏ/ Sổ hồng.,,None,None,None,Hà Nội,Hai Bà Trưng,Phường Lê Đại Hành,Phố Mai Hắc Đế,85.0,6650.0
batdongsan_com_vn_35310583,23/11/2022,03/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng,,5,None,None,Hà Nội,Hoàn Kiếm,Phường Trần Hưng Đạo,Đường Trương Hán Siêu,40.0,6500.0
batdongsan_com_vn_35963833,27/11/2022,04/12/2022,None,None,6,4,Sổ đỏ chính chủ,Nội thất hiện đại cao cấp,5,None,None,Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,47.0,7500.0
batdongsan_com_vn_35963944,27/11/2022,04/12/2022,None,None,18,18,Sổ đỏ cất két chờ giao dịch,Full nội thất,7,None,None,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,85.0,12000.0
batdongsan_com_vn_34294278,22/11/2022,29/11/2022,None,None,2,2,None,Full nội thất.,None,None,None,Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Tuân,76.0,3000.0
batdongsan_com_vn_35645015,25/11/2022,05/12/2022,Đông,None,3,3,Sổ đỏ/ Sổ hồng,,4,6 m,5,Hà Nội,Hoàn Kiếm,Phường Trần Hưng Đạo,Đường Trần Hưng Đạo,90.0,31000.0
batdongsan_com_vn_34960717,23/11/2022,30/11/2022,None,None,1,1,Sổ đỏ/ Sổ hồng.,"Nội thất: Trần thạch cao, sàn nhà, thiết bị vệ sinh nhà tắm,",None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,46.7,1300.0
batdongsan_com_vn_35308135,27/11/2022,04/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5,4 m,3,Hà Nội,Hoài Đức,Xã Vân Canh,None,34.0,2450.0
batdongsan_com_vn_35963945,27/11/2022,05/12/2022,None,None,10,10,SỔ ĐỎ NỞ HẬU ĐẸP,,6,6 m,3.5,Hà Nội,Hoàng Mai,Phường Tân Mai,Đường Trương Định,60.0,10500.0
batdongsan_com_vn_35927042,23/11/2022,30/11/2022,None,None,3,3,Sổ đỏ/ Sổ hồng,Đầy đủ,3,6.6 m,10,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,120.0,21300.0
batdongsan_com_vn_30989606,24/11/2022,01/12/2022,None,None,3,4,Sổ hồng.,,5,None,3,Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,30.0,3200.0
batdongsan_com_vn_35963943,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,Đầy đủ,None,4.5 m,6,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Mạc Thái Tổ,58.0,20700.0
batdongsan_com_vn_35961638,27/11/2022,04/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Ba Đình,Phường Nguyễn Trung Trực,None,420.0,302000.0
batdongsan_com_vn_35963879,27/11/2022,05/12/2022,None,None,None,None,None,,None,4 m,12,Hà Nội,Ba Vì,Xã Vân Hòa,Đường Tỉnh Lộ 87A,100.0,1800.0
batdongsan_com_vn_35489713,27/11/2022,07/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,5,4 m,3,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Dương Quảng Hàm,45.0,4300.0
batdongsan_com_vn_35525349,24/11/2022,01/12/2022,None,None,4,3,Sổ đỏ.,,4,5 m,None,Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công Thượng,40.0,5280.0
batdongsan_com_vn_35862010,27/11/2022,07/12/2022,None,None,3,2,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,None,None,None,Hà Nội,Nam Từ Liêm,Thị trấn Cầu Diễn,Đường Hàm Nghi,105.0,6100.0
batdongsan_com_vn_33025931,27/11/2022,04/12/2022,Nam,None,6,6,None,,5,5 m,13.5,Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Tân Mai,95.0,14725.0
batdongsan_com_vn_35649112,27/11/2022,04/12/2022,None,None,4,None,Sổ đỏ/ Sổ hồng,,4,None,None,Hà Nội,Hoài Đức,Xã Vân Canh,Đường 422B,50.0,3150.0
batdongsan_com_vn_35552936,22/11/2022,29/11/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,5,None,None,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Hoàng Quốc Việt,37.0,4900.0
batdongsan_com_vn_35887870,27/11/2022,04/12/2022,Tây - Bắc,Đông - Nam,3,2,Sổ đỏ/ Sổ hồng,Cơ bản.,None,None,None,Hà Nội,Gia Lâm,None,None,90.9,3222.0
batdongsan_com_vn_35818711,24/11/2022,04/12/2022,None,None,None,None,None,,7,None,None,Hà Nội,Hoàn Kiếm,Phường Hàng Buồm,Đường Lương Ngọc Quyến,350.0,350000.0
batdongsan_com_vn_34944977,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Nam Từ Liêm,Phường Phương Canh,đường Phương Canh,36.0,3000.0
batdongsan_com_vn_35618752,27/11/2022,07/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Văn Huyên,43.0,4300.0
batdongsan_com_vn_34668661,23/11/2022,30/11/2022,None,None,1,1,Sổ đỏ/ Sổ hồng,,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,47.0,1300.0
batdongsan_com_vn_35031002,27/11/2022,07/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng.,Nội thất cao cấp.,3,8 m,12,Hà Nội,Long Biên,Phường Thạch Bàn,None,150.0,22000.0
batdongsan_com_vn_35695233,25/11/2022,05/12/2022,None,None,4,None,Sổ đỏ/ Sổ hồng,,6,4.2 m,None,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Hồ Tùng Mậu,38.0,5300.0
batdongsan_com_vn_34668804,22/11/2022,29/11/2022,None,None,2,2,Sổ đỏ/ Sổ hồng,Nội thất: Đồ liền tường.,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,70.0,1950.0
batdongsan_com_vn_35415245,22/11/2022,29/11/2022,None,None,3,2,Sổ đỏ/ Sổ hồng.,Nội thất: Full nội thất cao cấp.,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,80.0,2330.0
batdongsan_com_vn_34668153,22/11/2022,29/11/2022,None,None,1,1,Sổ đỏ/ Sổ hồng.,,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,47.0,1300.0
batdongsan_com_vn_35963937,27/11/2022,04/12/2022,None,None,3,3,None,,5,4.5 m,4,Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Nguyễn Trãi,40.0,4600.0
batdongsan_com_vn_35241032,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,3.2 m,2,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,Đường Tây Mỗ,32.0,1620.0
batdongsan_com_vn_35872918,18/11/2022,28/11/2022,None,None,None,None,None,,None,6.6 m,None,Hà Nội,Tây Hồ,Phường Yên Phụ,Đường Yên Phụ,153.0,47800.0
batdongsan_com_vn_34864749,27/11/2022,07/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng.,,5,5 m,12,Hà Nội,Long Biên,Phường Đức Giang,Đường Đức Giang,80.0,12200.0
batdongsan_com_vn_35940789,24/11/2022,01/12/2022,Đông - Nam,Tây - Bắc,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ.,None,None,None,Hà Nội,Gia Lâm,None,None,70.1,2344.0
batdongsan_com_vn_34783825,22/11/2022,29/11/2022,None,None,5,3,Sổ đỏ/ Sổ hồng,,4,None,None,Hà Nội,Bắc Từ Liêm,Phường Minh Khai,Đường Văn Trì,39.0,3050.0
batdongsan_com_vn_35195082,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,4 m,3,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,None,51.0,2350.0
batdongsan_com_vn_35587995,27/11/2022,07/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng,,3,3.5 m,16,Hà Nội,Gia Lâm,Xã Dương Xá,Đường 5,40.0,2900.0
batdongsan_com_vn_35745887,18/11/2022,28/11/2022,None,None,None,None,Sổ đỏ.,,None,6 m,8,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Hoàng Cầu,106.0,41000.0
batdongsan_com_vn_35436491,23/11/2022,30/11/2022,None,None,2,1,Sổ đỏ/ Sổ hồng,Nguyên bản chủ đầu tư,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,60.0,1570.0
batdongsan_com_vn_35857354,24/11/2022,01/12/2022,None,None,3,4,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ ,4,3.6 m,2,Hà Nội,Tây Hồ,Phường Bưởi,Đường Lạc Long Quân,46.0,4990.0
batdongsan_com_vn_35702075,22/11/2022,29/11/2022,Tây,Tây,3,4,Sổ đỏ/ Sổ hồng,Full nội thất,5,4 m,4,Hà Nội,Hoài Đức,Xã Di Trạch,Đường Di Ái,32.0,3290.0
batdongsan_com_vn_35963933,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,8,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Duy Hưng,134.0,27400.0
batdongsan_com_vn_34816036,27/11/2022,04/12/2022,None,None,4,3,None,Nội thất đầy đủ,5,4 m,3,Hà Nội,Hoài Đức,Xã Vân Canh,None,34.0,2200.0
batdongsan_com_vn_35941655,24/11/2022,01/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng.,Đầy đủ.,5,4 m,3,Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,60.0,4500.0
batdongsan_com_vn_35862559,27/11/2022,04/12/2022,None,None,None,None,Sổ chính chủ,,None,7 m,3,Hà Nội.,Cầu Giấy,Phường Quan Hoa,Đường Nguyễn Khang,47.0,4750.0
batdongsan_com_vn_35499608,27/11/2022,04/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng.,,5,None,None,Hà Nội.,Hoài Đức,Xã Kim Chung,None,32.0,2150.0
batdongsan_com_vn_35947696,25/11/2022,02/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,Nội thất xịn.,5,5 m,5,Hà Nội,Long Biên,Phường Long Biên,Đường Đàm Quang Trung,57.0,4700.0
batdongsan_com_vn_35858346,27/11/2022,04/12/2022,None,None,2,1,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,1,4 m,5,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,None,56.0,3400.0
batdongsan_com_vn_34328430,27/11/2022,04/12/2022,None,None,4,3,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,5,4 m,3,Hà Nội,Nam Từ Liêm,Phường Xuân Phương,Đường Xuân Phương,34.6,2800.0
batdongsan_com_vn_35095771,27/11/2022,04/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,5,None,None,Hà Nội,Hoài Đức,Xã Vân Canh,None,35.0,2600.0
batdongsan_com_vn_35941094,24/11/2022,01/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,Không nội thất.,None,5 m,4,Hà Nội,Long Biên,Phường Long Biên,Đường Phố Trạm,61.0,4350.0
batdongsan_com_vn_34802250,22/11/2022,29/11/2022,None,None,3,5,Sổ đỏ/ Sổ hồng,,6,4 m,3,Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,34.0,4590.0
batdongsan_com_vn_35757700,27/11/2022,04/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng.,Nội thất đầy đủ.,3,5 m,3,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,Đường Tây Mỗ,51.0,2900.0
batdongsan_com_vn_35662678,27/11/2022,04/12/2022,None,None,4,None,Sổ đỏ,,6,6 m,None,Hà Nội,Hà Đông,Phường La Khê,Đường Giếng Sen,60.0,10560.0
batdongsan_com_vn_31441264,27/11/2022,04/12/2022,None,None,3,4,Có sổ đỏ.,Nội thất đầy đủ,5,4 m,4,Hà Nội.,Nam Từ Liêm,Phường Tây Mỗ,None,33.0,2650.0
batdongsan_com_vn_35876917,27/11/2022,04/12/2022,None,None,4,4,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,5,4 m,3,Hà Nội,Nam Từ Liêm,Phường Xuân Phương,None,35.0,2900.0
batdongsan_com_vn_35822353,22/11/2022,29/11/2022,None,None,4,None,Sổ đỏ/ Sổ hồng,Đầy đủ,3,5 m,5,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Đình Thôn,66.0,5600.0
batdongsan_com_vn_35941212,24/11/2022,01/12/2022,None,None,1,1,Sổ đỏ/ Sổ hồng.,Cơ bản.,1,5 m,7,Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,76.0,6800.0
batdongsan_com_vn_35779364,24/11/2022,01/12/2022,None,None,6,4,Sổ đỏ.,,5,None,2.5,Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Phố Lạc Trung,57.0,5350.0
batdongsan_com_vn_35898126,21/11/2022,29/11/2022,None,None,18,18,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,7,5 m,None,Hà Nội,Tây Hồ,Phường Xuân La,Đường Xuân La,83.0,12200.0
batdongsan_com_vn_35533732,21/11/2022,28/11/2022,None,None,18,18,Sổ đỏ/ Sổ hồng,,7,10 m,3,Hà Nội,Thanh Xuân,Phường Phương Liệt,Đường Phan Đình Giót,64.0,9800.0
batdongsan_com_vn_35950250,25/11/2022,02/12/2022,None,None,9,9,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,5,4 m,3,Hà Nội,Tây Hồ,Phường Bưởi,Đường Lạc Long Quân,48.0,6450.0
batdongsan_com_vn_35948341,25/11/2022,02/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,5,4 m,4,Hà Nội,Long Biên,Phường Long Biên,Đường Phố Trạm,41.0,3400.0
batdongsan_com_vn_35946033,25/11/2022,02/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5,4.5 m,4,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Lê Đức Thọ,42.0,6200.0
batdongsan_com_vn_35950165,25/11/2022,02/12/2022,None,None,1,1,Sổ đỏ/ Sổ hồng,Cơ bản.,1,8 m,5,Hà Nội,Long Biên,Phường Long Biên,Đường Cổ Linh,88.0,6500.0
batdongsan_com_vn_35299736,24/11/2022,01/12/2022,Đông - Nam,Đông - Nam,3,4,Sổ đỏ/ Sổ hồng,,5,3.5 m,4,Hà Nội,Hoài Đức,Xã Vân Canh,Đường Hậu Ái,32.0,2900.0
batdongsan_com_vn_35958111,26/11/2022,03/12/2022,Đông - Nam,Đông - Bắc,3,2,Sổ đỏ/ Sổ hồng,Cơ bản,None,None,None,Hà Nội,Gia Lâm,None,None,80.0,2400.0
batdongsan_com_vn_35951116,25/11/2022,02/12/2022,None,Đông - Nam,1,1,None,Đầy đủ,None,None,None,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,None,26.0,1400.0
batdongsan_com_vn_35945539,24/11/2022,01/12/2022,Bắc,Bắc,4,4,Sổ đỏ/ Sổ hồng,,5,4.2 m,4.5,Hà Nội,Hoài Đức,Xã Vân Canh,Đường 442B,34.0,3350.0
batdongsan_com_vn_35495064,27/11/2022,04/12/2022,None,None,5,None,Sổ đỏ,Nội thất,5,23 m,18,Hà Nội,Hà Đông,Phường Phú La,Đường Văn La,150.0,24000.0
batdongsan_com_vn_35951476,25/11/2022,02/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng.,Đầy đủ.,4,5 m,5,Hà Nội,Long Biên,Phường Long Biên,Đường Hoàng Như Tiếp,70.0,6000.0
batdongsan_com_vn_35951885,25/11/2022,02/12/2022,None,None,4,5,Sổ đỏ/ Sổ hồng,Đầy đủ,5,4 m,4,Hà Nội,Long Biên,Phường Bồ Đề,Đường Bồ Đề,48.0,3700.0
batdongsan_com_vn_35371492,27/11/2022,04/12/2022,None,None,6,None,Sổ đỏ,,4,11 m,18,Hà Nội,Hà Đông,Phường Hà Cầu,Đường Tô Hiệu,170.0,30000.0
batdongsan_com_vn_35939275,24/11/2022,04/12/2022,None,None,5,4,Sổ đỏ/ Sổ hồng,,5,None,None,Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Giải Phóng,40.0,4350.0
batdongsan_com_vn_30820393,27/11/2022,04/12/2022,None,None,4,None,Sổ đỏ cất két,,5,5 m,18,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,79.0,11000.0
batdongsan_com_vn_35963922,27/11/2022,04/12/2022,None,None,None,None,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,8,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Quốc Vượng,130.0,20200.0
batdongsan_com_vn_35185233,27/11/2022,04/12/2022,None,None,5,None,Sổ đỏ,,4,9 m,12,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,190.0,25250.0
batdongsan_com_vn_35356195,27/11/2022,04/12/2022,None,None,5,None,Sổ đỏ,,4,9 m,12,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,190.0,25000.0
batdongsan_com_vn_35882729,19/11/2022,29/11/2022,None,None,None,None,None,,None,None,None,Hà Nội,Ba Đình,Phường Cống Vị,Đường Đội Cấn,100.0,29500.0
batdongsan_com_vn_35682794,27/11/2022,07/12/2022,None,None,None,None,None,,None,None,None,Hà Nội,Gia Lâm,Xã Dương Xá,None,95.0,12000.0
batdongsan_com_vn_35855667,16/11/2022,06/12/2022,Nam,Nam,None,None,None,,None,None,None,Hà Nội,Cầu Giấy,Phường Nghĩa Tân,Đường Hoàng Quốc Việt,60.0,12500.0
batdongsan_com_vn_35213065,22/11/2022,29/11/2022,Tây - Bắc,Tây - Bắc,4,4,Sổ đỏ/ Sổ hồng,,5,3.5 m,4,Hà Nội,Hoài Đức,Xã Vân Canh,Đường Hậu Ái,34.0,3500.0
batdongsan_com_vn_35952604,25/11/2022,02/12/2022,Nam,None,5,5,Sổ đỏ/ Sổ hồng,,4,4.3 m,8,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phố Nguyễn Phúc Lai,60.0,13500.0
batdongsan_com_vn_35540626,27/11/2022,07/12/2022,Nam,None,None,None,Sổ đỏ/ Sổ hồng,,None,3.8 m,5,Hà Nội,Thường Tín,Xã Khánh Hà,Đường Vành Đai 4,56.2,2023.2
batdongsan_com_vn_35793561,21/11/2022,28/11/2022,None,None,3,None,Sổ đỏ/ Sổ hồng.,,5,None,None,Hà Nội,Hoàng Mai,Phường Đại Kim,Đường Đại Từ,35.0,3300.0
batdongsan_com_vn_35461773,24/11/2022,01/12/2022,None,None,4,None,Sổ đỏ/ Sổ hồng,Cao cấp,None,4 m,2.8,Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Trường Chinh,40.0,3850.0
batdongsan_com_vn_35853426,23/11/2022,03/12/2022,Tây - Nam,Đông - Nam,2,2,Sổ đỏ/ Sổ hồng,Đầy đủ,None,None,None,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Láng Hạ,101.0,4040.0
batdongsan_com_vn_34968950,19/11/2022,29/11/2022,Đông,Đông - Nam,3,2,Sổ đỏ/ sổ hồng.,Full nội thất liền tường chủ đầu tư cao cấp.,None,None,None,Hà Nội,Tây Hồ,Phường Phú Thượng,None,100.0,3900.0
batdongsan_com_vn_35929897,23/11/2022,30/11/2022,None,None,None,None,Sổ đỏ/ Sổ hồng.,,None,None,None,Hà Nội.,Nam Từ Liêm,Phường Mễ Trì,Đường Lê Quang Đạo,200.0,11200.0
batdongsan_com_vn_35931272,23/11/2022,03/12/2022,Tây - Bắc,Đông - Nam,3,2,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất,None,None,None,Hà Nội,Hà Đông,Phường Mỗ Lao,None,111.0,4800.0
batdongsan_com_vn_35927824,23/11/2022,03/12/2022,Tây - Nam,None,4,4,Sổ đỏ/ Sổ hồng,Đầy đủ,5,4 m,2.5,Hà Nội,Cầu Giấy,Phường Mai Dịch,Đường Hồ Tùng Mậu,35.0,4100.0
batdongsan_com_vn_35930636,23/11/2022,03/12/2022,Đông - Bắc,Tây,4,4,Sổ đỏ/ Sổ hồng,Cơ bản,5,5 m,20,Hà Nội,Thanh Xuân,Phường Thanh Xuân Nam,Đường Lê Trọng Tấn,43.0,5600.0
